Name,Critical_Temperature,Critical_Temp_unit,Critical_Pressure,Critical_pressure_unit,Critical_Volume,Critical_vol_unit,Critical_Compressibility,Boiling_point,Boiling_point_unit,Mol_wt,Liquid_volume_at_BP,Liquid_vol_unit_at_BP,AcentricityFactor,Heat_of_Formation,Heat_of_Formation_unit,Gibbs_Energy_Of_Formation,Gibbs_Energy_Of_Formation_unit,Heat_of_combustion,Heat_of_combustion_unit,Lq_Den_A,Lq_Den_B,Lq_Den_C,Lq_Den_D,Lq_Den_Tmin,Lq_Den_Tmax,Lq_Den_unit,Vap_P_A,Vap_P_B,Vap_P_C,Vap_P_D,Vap_P_E,Vap_P_Tmin,Vap_P_Tmax,Vap_P_unit,Liq_Cp_A,Liq_Cp_B,Liq_Cp_C,Liq_Cp_D,Liq_Cp_E,Liq_Cp_Tmin,Liq_Cp_Tmax,Liq_Cp_unit,Gas_Cp_A,Gas_Cp_B,Gas_Cp_C,Gas_Cp_D,Gas_Cp_E,Gas_Cp_Tmin,Gas_Cp_Tmax,Gas_Cp_unit,Liq_vis_A,Liq_vis_B,Liq_vis_C,Liq_vis_D,Liq_vis_E,Liq_vis_Tmin,Liq_vis_Tmax,Liq_vis_unit,Liq_Therm_con_A,Liq_Therm_con_B,Liq_Therm_con_C,Liq_Therm_con_D,Liq_Therm_con_E,Liq_Therm_con_Tmin,Liq_Therm_con_Tmax,Liq_Therm_con_unit,Vap_Therm_con_A,Vap_Therm_con_B,Vap_Therm_con_C,Vap_Therm_con_D,Vap_Therm_con_Tmin,Vap_Therm_con_Tmax,Vap_Therm_con_unit,Heat_of_vap_A,Heat_of_vap_B,Heat_of_vap_C,Heat_of_vap_D,Heat_of_vap_E,Heat_of_vap_Tmin,Heat_of_vap_Tmax,Heat_of_vap_unit
Methyl isopropyl ether,464.48,K,3762000.0,Pa,0.276,m3/kmol,0.269,303.92,K,74.1216,0.1046,m3/kmol,0.26555,-252000000.0,J/kmol,-120900000.0,J/kmol,-2531100000.0,J/kmol,0.82094,0.24798,464.48,0.26184,127.93,446.77,kmol/m3,61.5782,-4874.16,-6.03416,5.1e-06,2.0,127.93,464.48,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.2811E+07,1.2196,-2.6572,3.1706,-1.3477,127.93,446.77,J/kmol
Tert-butyl ethyl ether,512.0,K,3149000.0,Pa,0.382,m3/kmol,0.272,345.65,K,102.175,0.138991,m3/kmol,0.295672,-316500000.0,J/kmol,-121700000.0,J/kmol,-3684000000.0,J/kmol,0.74373,0.27619,512.0,0.30602,179.15,496.38,kmol/m3,59.9221,-5564.17,-5.60132,3.39e-06,2.0,179.15,514.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.5825E+07,0.349787,0.137025,-0.301886,0.219717,179.15,496.38,J/kmol
Ethyl tert-pentyl ether,544.0,K,2740000.0,Pa,0.435,m3/kmol,0.273,374.15,K,116.201,0.152635,m3/kmol,0.338192,-332400000.0,J/kmol,-109400000.0,J/kmol,-4320000000.0,J/kmol,0.65888,0.27797,544.0,0.29227,190.0,527.26,kmol/m3,47.1243,-5006.63,-3.8921,5.84e-06,2.0,190.0,546.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.44805E+07,2.47576,-5.83086,5.95818,-2.13554,190,527.26,J/kmol
Butyl vinyl ether,540.5,K,3200000.0,Pa,0.38362,m3/kmol,0.273,367.131,K,100.159,0.130251,m3/kmol,0.358,-183000000.0,J/kmol,-36197400.0,J/kmol,-3591440000.0,J/kmol,0.51202,0.22443,540.5,0.25269,181.15,517.32,kmol/m3,80.4809,-6835.53,-8.64103,5.19e-06,2.0,181.15,536.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.9857E+07,1.4054,-2.9112,3.3585,-1.4378,181.15,536,J/kmol
Anisole,642.15,K,4180000.0,Pa,0.337,m3/kmol,0.267,426.95,K,108.138,0.109167,m3/kmol,0.350169,-68000000.0,J/kmol,22700000.0,J/kmol,-3601800000.0,J/kmol,0.67524,0.24431,645.61,0.26239,235.65,645.6,kmol/m3,117.058,-9318.99,-14.1257,9.85e-06,2.0,235.65,645.6,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.1782E+07,0.29654,0.81637,-1.3762,0.64684,235.65,624.02,J/kmol
Isopropyl acetate,538.15,K,3495640.0,Pa,0.343881,m3/kmol,0.25,361.65,K,102.132,0.117579,m3/kmol,0.339905,-481700000.0,J/kmol,-333700000.0,J/kmol,-2658000000.0,J/kmol,1.7447,0.38746,516.15,0.46246,199.75,514.51,kmol/m3,53.596,-5675.5,-4.5065,1.28e-06,2.0,199.75,532.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.85287E+07,0.139799,0.87492,-1.37946,0.721356,199.75,514.51,J/kmol
N-butyl acetate,561.0,K,3090000.0,Pa,0.4128,m3/kmol,0.253,399.12,K,116.158,0.13251,m3/kmol,0.56738,-485600000.0,J/kmol,-312300000.0,J/kmol,-3283000000.0,J/kmol,0.13588,0.1193,579.0,0.16305,199.65,575.4,kmol/m3,90.4279,-7625.34,-10.2228,8.99e-06,2.0,199.65,575.4,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,8.19257E+07,1.15159,0.0889674,-1.85986,1.11395,199.65,575.4,J/kmol
Isobutyl acetate,561.0,K,3160000.0,Pa,0.413,m3/kmol,0.266,389.72,K,116.158,0.13387,m3/kmol,0.456,-493000000.0,J/kmol,-322200000.0,J/kmol,-3319000000.0,J/kmol,0.40843,0.20784,561.0,0.21394,174.3,560.8,kmol/m3,28.4526,-5051.54,-0.615949,-1.96e-06,2.0,174.3,561.15,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.40865E+07,1.31322,-1.99223,1.20384,-0.0654865,174.3,560.8,J/kmol
N-pentyl acetate,605.15,K,2800000.0,Pa,0.442,m3/kmol,0.245,422.15,K,130.185,0.149382,m3/kmol,0.413866,-505500000.0,J/kmol,-303500000.0,J/kmol,-3894050000.0,J/kmol,0.12608,0.12252,605.15,0.16886,202.35,599.9,kmol/m3,168.721,-11229.7,-22.1173,1.77e-05,2.0,202.35,600.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,7.88391E+07,0.946213,-0.171734,-0.730153,0.419139,202.35,599.9,J/kmol
Vinyl acetate,525.0,K,4150000.0,Pa,0.266,m3/kmol,0.248,345.65,K,86.0892,0.0929486,m3/kmol,0.302148,-315700000.0,J/kmol,-228700000.0,J/kmol,-1950000000.0,J/kmol,0.80837,0.2388,524.34,0.25151,180.35,524.33,kmol/m3,-28.9063,-2451.07,8.43748,-1.5e-05,2.0,180.35,519.13,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.17841E+07,1.32939,-3.1271,3.5429,-1.3848,180.35,501.3,J/kmol
N-hexyl acetate,623.5,K,2410000.0,Pa,0.519,m3/kmol,0.244,444.65,K,144.211,0.166008,m3/kmol,0.461433,-526300000.0,J/kmol,-295400000.0,J/kmol,-4505000000.0,J/kmol,0.39801,0.22828,623.5,0.26879,192.25,595.59,kmol/m3,135.2,-10778.0,-16.633,1.01e-05,2.0,192.25,618.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,7.6365E+07,1.3535,-2.7266,3.0189,-1.2516,192.25,618,J/kmol
1-pentanol,588.15,K,3909000.0,Pa,0.326,m3/kmol,0.262,411.16,K,88.1482,0.10863,m3/kmol,0.579,-300160000.0,J/kmol,-146022000.0,J/kmol,-3060510000.0,J/kmol,0.54137,0.21848,588.15,0.20812,195.56,588.1,kmol/m3,150.993,-11938.8,-18.591,8.74e-06,2.0,195.56,588.1,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,1.1853E+08,1.9668,-2.5741,1.6268,-0.41037,195.56,588.1,J/kmol
2-pentanol,552.0,K,3880000.0,Pa,0.327,m3/kmol,0.26,392.15,K,88.1482,0.109448,m3/kmol,0.674371,-313800000.0,J/kmol,-159300000.0,J/kmol,-3051500000.0,J/kmol,1.319,0.3371,552.0,0.32218,200.0,541.34,kmol/m3,156.628,-11701.2,-19.6113,1.2e-05,2.0,200.0,560.3,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,8.4515E+07,0.5603,0.52669,-1.3675,0.83639,200,541.34,J/kmol
2-methyl-1-butanol,575.4,K,3940000.0,Pa,0.329,m3/kmol,0.271,401.85,K,88.1482,0.1083,m3/kmol,0.587733,-302090000.0,J/kmol,-141000000.0,J/kmol,-3062000000.0,J/kmol,0.88123,0.27569,576.16,0.26459,195.0,576.15,kmol/m3,169.405,-12535.9,-21.4482,1.17e-05,2.0,195.0,575.4,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,1.7446E+08,5.4789,-13.886,15.653,-6.6531,195,560.91,J/kmol
"2,2-dimethyl-1-propanol",549.0,K,5970000.0,Pa,0.327,m3/kmol,0.29,386.25,K,88.1482,0.1255,m3/kmol,0.800412,-302100000.0,J/kmol,-140000000.0,J/kmol,-3061000000.0,J/kmol,0.88741,0.29,552.7,0.28571,328.15,552.7,kmol/m3,192.468,-12413.6,-25.5993,2.47e-05,2.0,298.15,552.7,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.5224E+07,-1.2435,2.138,0.13988,-0.73989,274.2,552.7,J/kmol
1-hexanol,611.4,K,3510000.0,Pa,0.381,m3/kmol,0.263,430.44,K,102.175,0.12519,m3/kmol,0.58,-318000000.0,J/kmol,-134400000.0,J/kmol,-3674390000.0,J/kmol,0.12172,0.11263,611.4,0.13194,228.55,610.3,kmol/m3,140.406,-11996.0,-16.8497,6.26e-06,2.0,228.55,610.3,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,9.9912E+07,1.0345,-0.71214,0.038869,0.22103,228.55,610.3,J/kmol
1-heptanol,631.9,K,3150000.0,Pa,0.435,m3/kmol,0.261,449.81,K,116.201,0.14195,m3/kmol,0.582,-332000000.0,J/kmol,-125300000.0,J/kmol,-4288700000.0,J/kmol,0.53584,0.24833,632.61,0.25556,239.15,632.6,kmol/m3,251.822,-17683.6,-33.4837,1.76e-05,2.0,239.15,632.6,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,1.17318E+08,1.48903,-2.63224,3.54728,-1.89241,239.15,611.89,J/kmol
"1,4-butanediol",667.0,K,4880000.0,Pa,0.297,m3/kmol,0.261,501.15,K,90.121,0.0888513,m3/kmol,1.17696,-426700000.0,J/kmol,-278000000.0,J/kmol,-2280100000.0,J/kmol,0.87669,0.26038,667.0,0.18382,293.05,667.0,kmol/m3,273.87,-20688.0,-36.39,2.07e-05,2.0,293.05,667.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,8.835E+07,0.2441,0,0,0,293.05,667,J/kmol
Methyl mercaptan,470.0,K,7230000.0,Pa,0.145,m3/kmol,0.268,279.11,K,48.1075,0.05552,m3/kmol,0.15,-22600000.0,J/kmol,-9920000.0,J/kmol,-1151700000.0,J/kmol,1.954,0.28171,470.0,0.28737,150.18,453.12,kmol/m3,115.16,-6300.05,-14.6648,1.95e-05,2.0,150.18,469.95,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,3.22138E+07,-0.00310105,0.657759,-0.0249162,-0.340052,150.18,469.95,J/kmol
N-propyl mercaptan,536.0,K,4520000.0,Pa,0.254,m3/kmol,0.264,340.65,K,76.1606,0.0911676,m3/kmol,0.225,-67500000.0,J/kmol,2700000.0,J/kmol,-2345000000.0,J/kmol,0.98491,0.2613,536.61,0.28105,159.95,536.6,kmol/m3,81.4494,-6196.56,-9.01842,7.34e-06,2.0,159.95,536.6,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.18388E+07,-0.0306824,1.01039,-0.640892,-0.0194755,159.95,516.78,J/kmol
Tert-butyl mercaptan,530.0,K,4060000.0,Pa,0.307,m3/kmol,0.283,337.37,K,90.1872,0.113524,m3/kmol,0.191395,-109600000.0,J/kmol,1006000.0,J/kmol,-2939600000.0,J/kmol,0.89711,0.27544,530.0,0.31359,274.26,530.0,kmol/m3,107.515,-7030.55,-13.1586,1.27e-05,2.0,274.26,530.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.3137E+07,1.4502,-2.4713,2.4297,-0.95458,274.26,530,J/kmol
Isobutyl mercaptan,557.0,K,3900000.0,Pa,0.307,m3/kmol,0.268,361.64,K,90.1872,0.108751,m3/kmol,0.25,-96940000.0,J/kmol,6100000.0,J/kmol,-2949000000.0,J/kmol,0.97433,0.28543,557.0,0.30684,128.31,536.33,kmol/m3,94.3616,-7005.04,-10.9732,8.97e-06,2.0,128.31,559.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.69623E+07,0.280539,0.393074,-0.340509,0.0160184,128.31,536.33,J/kmol
Sec-butyl mercaptan,551.0,K,3970000.0,Pa,0.307,m3/kmol,0.271,358.13,K,90.1872,0.10943,m3/kmol,0.25,-96600000.0,J/kmol,5200000.0,J/kmol,-2950000000.0,J/kmol,0.81743,0.26237,554.01,0.28149,133.02,554.0,kmol/m3,85.2035,-6580.8,-9.5686,7.57e-06,2.0,133.02,554.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.56757E+07,0.16352,0.885588,-1.13148,0.438377,133.02,531.84,J/kmol
N-hexyl mercaptan,622.0,K,3025000.0,Pa,0.412,m3/kmol,0.245,424.15,K,118.24,0.141006,m3/kmol,0.369,-129200000.0,J/kmol,27700000.0,J/kmol,-4176000000.0,J/kmol,0.60827,0.26212,623.01,0.27785,192.62,623.0,kmol/m3,102.021,-8530.27,-11.9114,8.52e-06,2.0,192.62,623.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.05372E+07,0.532372,-0.222059,0.0696209,-0.00101028,192.62,600.35,J/kmol
Methyl ethyl sulfide,533.0,K,4260000.0,Pa,0.26,m3/kmol,0.25,339.8,K,76.1606,0.09102,m3/kmol,0.208,-59300000.0,J/kmol,11900000.0,J/kmol,-2353100000.0,J/kmol,1.067,0.27102,533.0,0.29364,167.23,533.0,kmol/m3,84.4479,-6287.17,-9.49751,8.1e-06,2.0,167.23,533.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.1014E+07,1.045,-1.3834,1.1914,-0.41055,167.23,533,J/kmol
Methyl n-propyl sulfide,552.0,K,3800000.0,Pa,0.322,m3/kmol,0.259,368.69,K,90.1872,0.107699,m3/kmol,0.356915,-81900000.0,J/kmol,17930000.0,J/kmol,-2962000000.0,J/kmol,1.528,0.35328,552.0,0.39953,160.17,543.69,kmol/m3,83.7897,-6786.54,-9.26787,6.74e-06,2.0,160.17,565.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.46064E+07,0.610381,0.183873,-0.864255,0.448129,160.17,543.69,J/kmol
Methyl t-butyl sulfide,569.8,K,3400000.0,Pa,0.37,m3/kmol,0.269,372.048,K,104.214,0.12697,m3/kmol,0.217135,-120900000.0,J/kmol,7400000.0,J/kmol,-3558000000.0,J/kmol,0.0025324,0.015967,585.0,0.080614,190.84,570.0,kmol/m3,84.4652,-6786.59,-9.39689,6.67e-06,2.0,190.84,570.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,6.77609E+07,2.15699,-4.00915,3.63034,-1.23641,190.84,570,J/kmol
Methyl t-pentyl sulfide,632.0,K,3130000.0,Pa,0.412,m3/kmol,0.259,401.15,K,118.24,0.141236,m3/kmol,0.283554,-137400000.0,J/kmol,28840000.0,J/kmol,-4171000000.0,J/kmol,0.59566,0.25918,632.0,0.28571,195.0,632.0,kmol/m3,71.4115,-7073.52,-7.24473,3.63e-06,2.0,195.0,632.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.4045E+07,0.37325,0,0,0,195,632,J/kmol
Di-n-propyl sulfide,608.0,K,3080000.0,Pa,0.412,m3/kmol,0.251,415.978,K,118.24,0.141918,m3/kmol,0.374042,-125400000.0,J/kmol,21500000.0,J/kmol,-4180100000.0,J/kmol,0.66296,0.27313,608.0,0.29224,170.44,584.97,kmol/m3,149.637,-10251.6,-19.3067,1.71e-05,2.0,170.44,608.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.7575E+07,0.38334,0.098397,-0.17233,0.065159,170.44,584.97,J/kmol
Diethyl sulfide,557.0,K,3960000.0,Pa,0.318,m3/kmol,0.269,365.25,K,90.1872,0.10851,m3/kmol,0.295,-83470000.0,J/kmol,17780000.0,J/kmol,-2960700000.0,J/kmol,0.71845,0.24674,557.16,0.25292,169.2,557.15,kmol/m3,70.9914,-6108.92,-7.37143,5.84e-06,2.0,169.2,557.15,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,4.6317E+07,0.40563,-0.17525,0.12561,0.018959,169.2,536.73,J/kmol
Diethyl disulfide,642.0,K,3870000.0,Pa,0.358,m3/kmol,0.26,427.15,K,122.252,0.12376,m3/kmol,0.346925,-74700000.0,J/kmol,23010000.0,J/kmol,-3257000000.0,J/kmol,0.77633,0.27774,642.0,0.3008,171.63,642.0,kmol/m3,177.165,-11358.2,-23.656,2.32e-05,2.0,171.63,642.0,Pa,46085,-1304.5,21.195,-0.015382,3.31e-05,83.8,135,J/kmol/K,20786,0.0,0.0,0.0,0.0,50.0,1500,J/kmol/K,-99.903,1347.5,17.615,-0.00032893,2,84.1,150.0,Pa.s,-0.30397,-0.82999,-0.71462,-0.00039294,-1.22e-05,80.0,150.0,W/m/K,0.00013095,0.81923,-122.33,13993,90.0,2000,W/m/K,5.89858E+07,0.279736,0.523521,-0.500907,0.0214669,171.63,642,J/kmol
